species_name	bin_uri
Reishia clavigera	BOLD:AAW6905
Saccostrea cucullata complex sp. XL-13	BOLD:ACI0851
Saccostrea cucullata complex sp. SC-10	BOLD:ACI0852
Sagracoptis coronadoi	BOLD:ADK4702
Sarasinula linguaeformis	BOLD:ACI0269
Sarasinula plebeia	BOLD:ACQ5503
Sarasinula plebeia	BOLD:ACQ5503
Shinkailepas myojinensis	BOLD:ADK5863
Shinkailepas myojinensis	BOLD:ADK5863
Sinanodonta woodiana	BOLD:AAD9061
Sinanodonta woodiana	BOLD:AAD9061
Sinanodonta woodiana	BOLD:ACX1363
Pseudosuccinea columella	BOLD:AAH7974
Pseudosuccinea columella	BOLD:AAH7974
Pyramidula jaenensis	BOLD:ADJ7195
Pyramidula pusilla	BOLD:ADJ8893
Pyramidula chorismenostoma	BOLD:ADK5437
Pyramidula pusilla	BOLD:ADC9628
Pyramidula jaenensis	BOLD:ADJ7195
Pyramidula jaenensis	BOLD:ADK5269
Pyramidula rupestris	BOLD:ABU8152
Pyramidula sp. 1 OR-2015	BOLD:ADJ1096
Pyramidula pusilla	BOLD:ADC9628
Pyramidula jaenensis	BOLD:ADJ7194
Pyramidula cephalonica	BOLD:ADC9581
Pyramidula chorismenostoma	BOLD:ADK5436
Pyramidula jaenensis	BOLD:ADK3474
Pyramidula chorismenostoma	BOLD:ADK5437
Pyramidula chorismenostoma	BOLD:ADK5437
Pyramidula jaenensis	BOLD:ADJ7195
Pyramidula sp. 1 OR-2015	BOLD:ADJ1096
Pyramidula jaenensis	BOLD:ADJ7192
Pyramidula pusilla	BOLD:ADC9628
Pyramidula jaenensis	BOLD:ADJ7191
Pyramidula cephalonica	BOLD:ADD0152
Pyramidula jaenensis	BOLD:ADJ7193
Pyramidula sp. 2 OR-2015	BOLD:ADC9575
Pyramidula pusilla	BOLD:ADC9628
Pyramidula rupestris	BOLD:ABU8152
Pyramidula pusilla	BOLD:ADJ8893
Pyramidula jaenensis	BOLD:ADK5272
Pyramidula sp. 3 OR-2015	BOLD:ADK1313
Pyramidula pusilla	BOLD:ADK3513
Pyramidula rupestris	BOLD:ADJ7850
Pyramidula jaenensis	BOLD:ADJ7194
Pyramidula rupestris	BOLD:ADK7219
Quadrula quadrula	BOLD:AAE7541
Quadrula quadrula	BOLD:AAE7541
Quadrula quadrula	BOLD:AAE7541
Quadrula quadrula	BOLD:AAE7541
Quadrula quadrula	BOLD:AAE7541
Quadrula quadrula	BOLD:AAE7541
Quadrula quadrula	BOLD:AAE7541
Quadrula quadrula	BOLD:AAE7541
Quadrula quadrula	BOLD:AAE7541
Quadrula quadrula	BOLD:ADL1058
Quadrula quadrula	BOLD:ADL1058
Radix sp. clade 9 CC-2016	BOLD:ACH5101
Radix sp. clade 9 CC-2016	BOLD:ACH5101
Radix sp. clade 9 CC-2016	BOLD:ACH5101
Radix sp. clade 9 CC-2016	BOLD:ACH5101
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Radix labiata	BOLD:AAD0368
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Reginaia rotulata	BOLD:AAI7254
Reishia clavigera	BOLD:AAW6905
Reishia clavigera	BOLD:AAW6905
Reishia clavigera	BOLD:AAW6905
Reishia clavigera	BOLD:AAW6905
Reishia clavigera	BOLD:AAW6905
Pseudamnicola sp. Khios	BOLD:ADK5370
Pseudamnicola sp. Khios	BOLD:ADK5370
Pseudamnicola sp. Andros	BOLD:ADK1844
Pseudamnicola sp. Naxos	BOLD:ADJ7800
Pseudamnicola sp. Andros	BOLD:ADK1844
Pseudamnicola sp. Andros	BOLD:ADK1843
Pseudamnicola sp. Rhodos	BOLD:ADK6082
Pseudamnicola sp. Rhodos	BOLD:ADK6083
Pseudamnicola sp. 3 DD-2015	BOLD:ADK4887
Pseudamnicola sp. Rhodos	BOLD:ADK6082
Pseudamnicola sp. Khios	BOLD:ADK5370
Pseudamnicola sp. Tinos	BOLD:ADK2454
Pseudamnicola sp. Andros	BOLD:ADK1844
Pseudamnicola sp. 2 DD-2015	BOLD:AAJ5554
Pseudodon sp. MOTU-Pse-07	BOLD:ADK5254
Pseudosuccinea columella	BOLD:AAH7974
Pseudosuccinea columella	BOLD:AAH7974
Pseudosuccinea columella	BOLD:ACH5041
Pseudosuccinea columella	BOLD:ACH5041
Pseudosuccinea columella	BOLD:ACH5041
Pseudosuccinea columella	BOLD:AAH7974
Pseudosuccinea columella	BOLD:AAH7974
Pseudosuccinea columella	BOLD:AAH7974
Pseudosuccinea columella	BOLD:ADJ9398
Pseudosuccinea columella	BOLD:AAH7974
Pseudosuccinea columella	BOLD:AAH7974
Pseudosuccinea columella	BOLD:AAH7974
Pseudosuccinea columella	BOLD:ACH5041
Pseudosuccinea columella	BOLD:AAH7974
Pseudosuccinea columella	BOLD:AAH7974
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Radix sp. clade 1 CC-2016	BOLD:ACI0505
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Radix labiata	BOLD:AAD0368
Radix sp. clade 9 CC-2016	BOLD:ACH5101
Radix sp. clade 9 CC-2016	BOLD:ACH5101
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Radix zazurnensis	BOLD:ACI0501
Radix auricularia	BOLD:ACI2006
Radix auricularia	BOLD:AAD6712
Radix sp. clade 9 CC-2016	BOLD:ACH5101
Radix sp. clade 13 CC-2016	BOLD:ADK3630
Radix balthica	BOLD:AAN9288
Radix sp. clade 9 CC-2016	BOLD:ACH5101
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Radix auricularia	BOLD:ACI2006
Radix sp. clade 9 CC-2016	BOLD:ACH5101
Radix sp. clade 9 CC-2016	BOLD:ACH5101
Radix rubiginosa	BOLD:ACW0304
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Radix sp. clade 9 CC-2016	BOLD:ACH5101
Radix sp. clade 9 CC-2016	BOLD:ACH5101
Radix balthica	BOLD:AAN9288
Radix natalensis	BOLD:AAC1994
Radix sp. clade 9 CC-2016	BOLD:ACH5101
Radix kamtschatica	BOLD:ACV8457
Potomida littoralis	BOLD:AAD6041
Potomida littoralis	BOLD:ACB7075
Potomida littoralis	BOLD:ACB7075
Potomida littoralis	BOLD:AAD6041
Potomida littoralis	BOLD:ACB7075
Potomida littoralis	BOLD:AAD6041
Potomida littoralis	BOLD:ACB7075
Potomida littoralis	BOLD:AAD6041
Potomida littoralis	BOLD:AAD6041
Potomida littoralis	BOLD:AAD6041
Potomida littoralis	BOLD:ACB7075
Potomida littoralis	BOLD:ACB7075
Potomida littoralis	BOLD:AAD6041
Potomida littoralis	BOLD:ACH9619
Potomida littoralis	BOLD:ACB7075
Potomida littoralis	BOLD:AAD6041
Potomida littoralis	BOLD:AAD6041
Potomida littoralis	BOLD:AAD6041
Potomida littoralis	BOLD:ACH9619
Potomida littoralis	BOLD:ACB7075
Potamopyrgus antipodarum	BOLD:ABY5556
Prespolitorea valvataeformis	BOLD:ADJ7588
Protatlanta souleyeti	BOLD:ADG7917
Protatlanta souleyeti	BOLD:ADG7917
Protatlanta souleyeti	BOLD:ADG7915
Protatlanta souleyeti	BOLD:ADG7915
Pseudamnicola sp. Andros	BOLD:ADK1843
Pseudamnicola sp. Andros	BOLD:ADK1844
Pseudamnicola sp. 4 DD-2015	BOLD:ADK4669
Pseudamnicola sp. Khios	BOLD:ADK5370
Pseudamnicola sp. Naxos	BOLD:ADJ7800
Pseudamnicola sp. Rhodos	BOLD:ADK6082
Pseudamnicola sp. 4 DD-2015	BOLD:ADK4669
Pseudamnicola sp. Tinos	BOLD:ADK2454
Pseudamnicola sp. Andros	BOLD:ADK1844
Pseudamnicola moussoni	BOLD:ADK4740
Pseudamnicola subproducta	BOLD:ACQ7042
Pyramidula jaenensis	BOLD:ADK8214
Pyramidula sp. 1 OR-2015	BOLD:ADJ3212
Pyrgulopsis stearnsiana	BOLD:ACE4728
Pyrgulopsis stearnsiana	BOLD:AAF5905
Pyrgulopsis stearnsiana	BOLD:ACE4728
Pyrgulopsis kolobensis	BOLD:ADJ7798
Pyrgulopsis kolobensis	BOLD:ADK2877
Quadrula quadrula	BOLD:ADL1058
Quadrula quadrula	BOLD:AAE7541
Quadrula quadrula	BOLD:AAE7541
Quadrula quadrula	BOLD:AAE7541
Reishia clavigera	BOLD:AAW6905
Reishia clavigera	BOLD:AAW6905
Reishia clavigera	BOLD:AAW6905
Reishia clavigera	BOLD:AAW6905
Reishia clavigera	BOLD:AAW6905
Reishia clavigera	BOLD:AAW6905
Reishia clavigera	BOLD:AAW6905
Ruditapes philippinarum	BOLD:AAA3922
Ruditapes philippinarum	BOLD:AAA3922
Ruditapes philippinarum	BOLD:AAA3922
Rumina decollata	BOLD:ACH6272
Saccostrea palmula	BOLD:ACV8952
Saccostrea cucullata complex sp. SC-2	BOLD:ACH3793
Phrontis alba	BOLD:ADK8066
Phyllidia elegans	BOLD:AAY1581
Phyllidia elegans	BOLD:AAY1581
Phyllidia varicosa	BOLD:ADB3452
Phyllidiella nigra	BOLD:ACI1277
Phyllidiella nigra	BOLD:ACI1277
Phyllidiella pustulosa	BOLD:ADK2803
Phyllidiopsis krempfi	BOLD:ADG7858
Phyllidiopsis krempfi	BOLD:ADG7858
Phyllidiopsis krempfi	BOLD:ADG7858
Phyllidiopsis krempfi	BOLD:ADG7858
Physella acuta	BOLD:AAB6433
Physella acuta	BOLD:AAB6433
Physella acuta	BOLD:AAB6433
Physunio sp. MOTU-Rec-10	BOLD:ADK5847
Physunio modelli	BOLD:ACV8214
Physunio sp. MOTU-Rec-03	BOLD:ACV8214
Pilsbryoconcha sp. MOTU-Pse-09	BOLD:ACX8982
Pinna nobilis	BOLD:ADK7624
Pinna nobilis	BOLD:ADK7624
Pinna nobilis	BOLD:ADK7624
Pinna nobilis	BOLD:ADK7624
Pinna nobilis	BOLD:ADK7624
Pinna nobilis	BOLD:ADK7624
Pinna nobilis	BOLD:ADK7624
Pinna nobilis	BOLD:ADK7624
Pinna muricata	BOLD:AAY3678
Pinna nobilis	BOLD:ADK7624
Pinna muricata	BOLD:AAY3678
Pinna nobilis	BOLD:ADK7624
Pinna nobilis	BOLD:ADK7624
Posticobia brazieri	BOLD:AAY3153
Potomida littoralis	BOLD:ACB7075
Potomida littoralis	BOLD:AAD6041
Potomida littoralis	BOLD:ACB7075
Potomida littoralis	BOLD:AAD6041
Potomida littoralis	BOLD:ACB7075
Potomida littoralis	BOLD:AAD6041
Potomida littoralis	BOLD:AAD6041
Potomida littoralis	BOLD:AAD6041
Potomida littoralis	BOLD:ACB7075
Potomida littoralis	BOLD:ACB7075
Potomida littoralis	BOLD:AAD6041
Potomida littoralis	BOLD:ACB7075
Potomida littoralis	BOLD:AAD6041
Potomida littoralis	BOLD:ACB7075
Potomida littoralis	BOLD:AAD6041
Potomida littoralis	BOLD:AAD6041
Potomida littoralis	BOLD:AAD6041
Pseudohoratia lacustris	BOLD:ADK0475
Pseudolatirus kuroseanus	BOLD:ADK2310
Pseudosuccinea columella	BOLD:AAH7974
Pseudosuccinea columella	BOLD:ADK0946
Reishia clavigera	BOLD:AAW6905
Retusa umbilicata	BOLD:ACL8291
Retusa sp. MNHN IM-2009-4346	BOLD:ADK5795
Rocellaria dubia	BOLD:AAY1350
Rostanga elandsia	BOLD:ADE2576
Ruditapes philippinarum	BOLD:AAA3922
Ruditapes philippinarum	BOLD:AAA3922
Philine sp. 7 TRO-2014	BOLD:AAO5378
Philine sp. 3 TRO-2014	BOLD:AAO5376
Pholas orientalis	BOLD:ACH8007
Pholas orientalis	BOLD:ACH8007
Pholas orientalis	BOLD:ACH8007
Pholas orientalis	BOLD:ACH8007
Phorcus lineatus	BOLD:AAO2227
Phorcus turbinatus	BOLD:ACB7685
Phos hirasei	BOLD:AAO7667
Phos cf. hirasei	BOLD:ADJ7216
Phrontis complanata	BOLD:ADK7496
Phrontis versicolor	BOLD:ADK6921
Potomida littoralis	BOLD:AAD6041
Potomida littoralis	BOLD:ACB7075
Potomida littoralis	BOLD:AAD6041
Potomida littoralis	BOLD:AAD6041
Potomida littoralis	BOLD:ACH9619
Potomida littoralis	BOLD:AAD6041
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus estuarinus	BOLD:AAH7832
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Monacha cartusiana	BOLD:ABV5730
Oxystele tigrina	BOLD:AAK4730
Oxystele tigrina	BOLD:AAK4730
Oxystele tigrina	BOLD:AAK4730
Oxystele tigrina	BOLD:AAK4730
Oxystele tigrina	BOLD:AAK4730
Oxystele tigrina	BOLD:AAK4730
Oxystele tigrina	BOLD:AAK4730
Oxystele tigrina	BOLD:AAK4730
Oxystele tigrina	BOLD:AAK4730
Oxystele tigrina	BOLD:AAK4730
Oxystele tigrina	BOLD:AAK4730
Oxystele tigrina	BOLD:AAK4730
Oxystele tigrina	BOLD:AAK4730
Parreysia corrugata	BOLD:ADK5358
Parreysia corrugata	BOLD:ADK5358
Partula gibba	BOLD:ADJ7662
Partula gibba	BOLD:AAX1629
Partula sp.	BOLD:ADJ7318
Partula radiolata	BOLD:AAX1636
Partula radiolata	BOLD:AAX1636
Partula gibba	BOLD:ACQ0686
Patella vulgata	BOLD:AAC5581
Patella vulgata	BOLD:AAC5581
Patella depressa	BOLD:AAC2081
Patella aspera	BOLD:AAA9623
Patella vulgata	BOLD:AAC5581
Patella caerulea	BOLD:AAC1245
Pectinodonta aupouria	BOLD:ADJ8983
Pectinodonta aupouria	BOLD:ADJ8983
Pectinodonta marinovichi	BOLD:ADK4169
Pectinodonta marinovichi	BOLD:ADK4169
Peristernia marquesana	BOLD:ADK2411
Peristernia sp. MNHN IM 2013-13553	BOLD:ADK7400
Perotrochus quoyanus	BOLD:ADJ8120
Pleurocera prasinata	BOLD:AAD1712
Pleuroxia italowiana	BOLD:ADK1373
Pollia dorbignyi	BOLD:ADJ9720
Pollia dorbignyi	BOLD:ADJ9720
Pollia assimilis	BOLD:ADJ9176
Pollia scacchiana	BOLD:ADJ8769
Pollia dorbignyi	BOLD:ADJ9718
Pollia dorbignyi	BOLD:ADJ9719
Pollia scacchiana	BOLD:ADJ8771
Pollia scacchiana	BOLD:ADJ8769
Pollia dorbignyi	BOLD:ADJ9719
Pollia dorbignyi	BOLD:ADJ9718
Pollia assimilis	BOLD:ADJ9176
Pollia dorbignyi	BOLD:ADJ9719
Pontobelgrandiella sp. Bulgaria	BOLD:ADJ8707
Pontobelgrandiella sp. Bulgaria	BOLD:ADJ8707
Pontobelgrandiella sp. Bulgaria	BOLD:ADJ8707
Pontobelgrandiella sp. Bulgaria	BOLD:ADJ8707
Pontobelgrandiella sp. Bulgaria	BOLD:ADJ8707
Pontobelgrandiella sp. Bulgaria	BOLD:ADJ8707
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Monacha cartusiana	BOLD:ABV5730
Omalonyx unguis	BOLD:ADJ6408
Omalonyx matheroni	BOLD:ADK5444
Omalonyx matheroni	BOLD:ADK1511
Omalonyx unguis	BOLD:ADK2080
Omalonyx unguis	BOLD:ADK2080
Omalonyx unguis	BOLD:ADK2080
Omalonyx convexus	BOLD:ADK6919
Omalonyx convexus	BOLD:ADK6919
Omalonyx matheroni	BOLD:ADK2057
Omalonyx matheroni	BOLD:ADK5444
Ommastrephes bartramii	BOLD:AAI1480
Onchidium stuxbergi	BOLD:ADJ8174
Onchidium stuxbergi	BOLD:ADJ8174
Oreohelix subrudis	BOLD:AAI2194
Oreohelix subrudis	BOLD:AAI2194
Ostrea conchaphila	BOLD:ADK3293
Ostrea conchaphila	BOLD:ADK3293
Ostrea conchaphila	BOLD:ADK3293
Ostrea lurida	BOLD:ADC7260
Ostrea lurida	BOLD:ADC7260
Ostrea stentina	BOLD:AAD5610
Ostrea edulis	BOLD:AAB1111
Oxymeris dimidiata	BOLD:AAC9783
Oxynoe sp. 4 cf. azuropunctata JEV-2014	BOLD:ACQ3565
Oxystele tigrina	BOLD:AAK4730
Oxystele tigrina	BOLD:AAK4730
Oxystele tigrina	BOLD:AAK4730
Oxystele tigrina	BOLD:AAK4730
Oxystele tigrina	BOLD:AAK4730
Oxystele tigrina	BOLD:AAK4730
Oxystele tigrina	BOLD:AAK4730
Oxystele tigrina	BOLD:AAK4730
Pisidium walkeri	BOLD:ADJ6410
Pitar striatus	BOLD:AAL4095
Placida dendritica	BOLD:AAM5906
Placida dendritica	BOLD:ADC8506
Placida sp. 3 JEV-2014	BOLD:ADK2772
Pleurocera prasinata	BOLD:AAD1712
Pleurocera prasinata	BOLD:AAD1712
Pleurocera pyrenella	BOLD:ADJ9108
Pleurocera prasinata	BOLD:AAD1712
Pleurocera prasinata	BOLD:ADJ6705
Pleurocera pyrenella	BOLD:AAD1712
Pleurocera pyrenella	BOLD:AAD1712
Pleurocera prasinata	BOLD:AAD1712
Pleurocera prasinata	BOLD:AAD1712
Pleurocera prasinata	BOLD:AAD1712
Pleurocera prasinata	BOLD:ADJ6705
Pleurocera prasinata	BOLD:AAD1712
Pleurocera prasinata	BOLD:AAD1712
Pleurocera prasinata	BOLD:AAD1712
Pleurocera pyrenella	BOLD:AAD1712
Pleurocera prasinata	BOLD:AAD1712
Pleurocera prasinata	BOLD:AAD1712
Pleurocera prasinata	BOLD:AAD1712
Pleurocera prasinata	BOLD:AAD1712
Pleurocera prasinata	BOLD:ADJ6706
Pleurocera prasinata	BOLD:AAD1712
Pleurocera prasinata	BOLD:AAD1712
Polititapes aureus	BOLD:ACO3585
Pollia assimilis	BOLD:ADJ9176
Pollia assimilis	BOLD:ADJ9176
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Nodolatirus nodatus	BOLD:ADK5748
Nucella sp. AC-2014	BOLD:ACG4912
Nuttallochiton mirandus	BOLD:AAL8023
Octopus vulgaris	BOLD:ADI2098
Octopus vulgaris	BOLD:ADI2098
Octopus vulgaris	BOLD:ADI2098
Octopus vulgaris	BOLD:ADI2098
Octopus vulgaris	BOLD:ADI2098
Octopus insularis	BOLD:ADI2098
Octopus hubbsorum	BOLD:ACI0213
Octopus hubbsorum	BOLD:ACI0213
Octopus hubbsorum	BOLD:ACI0213
Octopus hubbsorum	BOLD:ACI0213
Octopus hubbsorum	BOLD:ACI0213
Octopus hubbsorum	BOLD:ACI0213
Octopus bimaculatus	BOLD:ADC6264
Octopus bimaculatus	BOLD:ADC6264
Octopus bimaculatus	BOLD:ADC6264
Octopus bimaculatus	BOLD:ADC6264
Octopus bimaculoides	BOLD:AAW9981
Octopus bimaculoides	BOLD:AAW9981
Octopus bimaculatus	BOLD:ADC6264
Octopus membranaceus	BOLD:ADK7610
Ohridohauffenia depressa	BOLD:ADK0475
Ohridohauffenia minuta	BOLD:ADK6399
Ohridohoratia carinata	BOLD:ADK0475
Ohridohoratia sturanyi	BOLD:ADK5316
Ohridohoratia pygmaea	BOLD:ADK2066
Ohrigocea samuili	BOLD:ADK2066
Okutania anonycha	BOLD:AAM9198
Omalonyx matheroni	BOLD:ADK5444
Omalonyx matheroni	BOLD:ADK5444
Omalonyx matheroni	BOLD:ADK5444
Omalonyx matheroni	BOLD:ADK5445
Perna viridis	BOLD:ACY1487
Perna viridis	BOLD:ACY1487
Perna perna	BOLD:AAE6446
Perna perna	BOLD:AAE6446
Polybranchia viridis	BOLD:ADJ8134
Polygona infundibulum	BOLD:ADJ8109
Pomacea diffusa	BOLD:AAB4356
Pomacea maculata	BOLD:AAA2992
Mytilus sp.	BOLD:AAA2184
Mytilus chilensis	BOLD:AAA4735
Mytilus galloprovincialis	BOLD:AAA2184
Mytilus chilensis	BOLD:AAA4735
Mytilus chilensis	BOLD:AAA4735
Mytilus chilensis	BOLD:AAA4735
Mytilus chilensis	BOLD:AAA4735
Mytilus chilensis	BOLD:AAA4735
Mytilus chilensis	BOLD:AAA4735
Mytilus galloprovincialis	BOLD:AAA2184
Mytilus chilensis	BOLD:AAA4735
Nassarius conoidalis	BOLD:ACI2486
Nassarius nodifer	BOLD:AAB3092
Nassarius sp. MNHN IM 2007-35267	BOLD:ADK4595
Nassarius arcularia	BOLD:AAO7532
Nassarius nodifer	BOLD:AAB3092
Nassarius succinctus	BOLD:ACH4908
Nassarius festivus	BOLD:ACH7261
Nassarius festivus	BOLD:ACH7262
Nassarius irus	BOLD:ADK1899
Nassarius succinctus	BOLD:ACH4908
Nassarius fretorum	BOLD:AAO6578
Nassarius nodifer	BOLD:AAB3092
Nassarius pullus	BOLD:ACH4905
Nassarius festivus	BOLD:ACH7261
Nassarius siquijorensis	BOLD:AAE0952
Nassarius vanpeli	BOLD:ADK4945
Nassarius idyllius	BOLD:AAO5200
Nassarius nodifer	BOLD:AAB3092
Nassarius euglyptus	BOLD:ADK5529
Nassarius sinarus	BOLD:ADK5375
Nassarius crematus	BOLD:ADK7857
Nassodonta insignis	BOLD:ADK6612
Nassodonta insignis	BOLD:ADK6612
Nata vernicosa	BOLD:ADK0235
Nata sp. n. B AM-2015	BOLD:ADK0783
Nata dumeticola	BOLD:ADK1406
Nautilus belauensis	BOLD:AAG4585
Nautilus pompilius	BOLD:AAG4585
Nautilus pompilius	BOLD:AAG4585
Naytia glabrata	BOLD:ADK7160
Neptunea cumingi	BOLD:ACF4243
Nerita melanotragus	BOLD:AAA3200
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Oxystele tigrina	BOLD:AAK4730
Melarhaphe neritoides	BOLD:AAG4377
Melarhaphe neritoides	BOLD:AAG4377
Melarhaphe neritoides	BOLD:AAG4377
Mercenaria mercenaria	BOLD:AAA3989
Meretrix casta	BOLD:ACI2255
Microgaza rotella	BOLD:ADK2818
Monacha cartusiana	BOLD:ABV5730
Monacha cartusiana	BOLD:ABV5730
Monacha cartusiana	BOLD:ABV5730
Monacha claustralis	BOLD:ADJ7418
Monacha cartusiana	BOLD:ABV5730
Monacha cartusiana	BOLD:ABV5730
Monacha cartusiana	BOLD:ABV5730
Monacha cartusiana	BOLD:ABV5730
Monacha cartusiana	BOLD:ABV5730
Monacha cartusiana	BOLD:ABV5730
Monacha cartusiana	BOLD:ABV5730
Monetaria moneta	BOLD:AAE4523
Monodonta confusa	BOLD:ACB7257
Monodonta labio	BOLD:ACB7447
Monodonta confusa	BOLD:ACB7257
Monodonta labio	BOLD:ADJ9372
Monodonta confusa	BOLD:ACB7257
Monodonta labio	BOLD:ADK4260
Monodonta confusa	BOLD:ADK6499
Monodonta neritoides	BOLD:ACV5823
Monodonta confusa	BOLD:ACB7257
Montenegrina zilchi	BOLD:ADK7935
Montenegrina janinensis	BOLD:ADK6826
Montenegrina soosi	BOLD:ADK3539
Montenegrina subcristata	BOLD:ADJ7812
Montenegrina subcristata	BOLD:ADK3838
Montenegrina subcristata	BOLD:ADJ7811
Mourgona sp. 1 JEV-2014	BOLD:ADK1150
Mya arenaria	BOLD:AAE6281
Mya arenaria	BOLD:AAE6281
Mya arenaria	BOLD:AAE6281
Mya arenaria	BOLD:AAE6281
Mya arenaria	BOLD:AAE6281
Mya arenaria	BOLD:AAE6281
Mychostoma album	BOLD:ADK1246
Mytella charruana	BOLD:ADJ9781
Mytella charruana	BOLD:ACS3685
Nassarius oneratus	BOLD:ADK1362
Nassarius herosae	BOLD:ADK0415
Nassarius nodifer	BOLD:AAB3092
Nassarius sp. 268 LAG-2016	BOLD:AAO5197
Nassarius nodifer	BOLD:AAB3092
Nassarius sinarus	BOLD:ADK5375
Nassarius nodifer	BOLD:AAB3092
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Neritina violacea	BOLD:ABW2127
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Neritina granosa	BOLD:ADK2409
Melarhaphe neritoides	BOLD:AAG4377
Melarhaphe neritoides	BOLD:AAG4377
Melarhaphe neritoides	BOLD:AAG4377
Melarhaphe neritoides	BOLD:AAG4377
Melarhaphe neritoides	BOLD:AAG4377
Melarhaphe neritoides	BOLD:AAG4377
Melarhaphe neritoides	BOLD:AAG4377
Melarhaphe neritoides	BOLD:AAG4377
Melarhaphe neritoides	BOLD:AAG4377
Melarhaphe neritoides	BOLD:AAG4377
Melarhaphe neritoides	BOLD:AAG4377
Melarhaphe neritoides	BOLD:AAG4377
Melarhaphe neritoides	BOLD:AAG4377
Melarhaphe neritoides	BOLD:AAG4377
Melarhaphe neritoides	BOLD:AAG4377
Melarhaphe neritoides	BOLD:AAG4377
Melarhaphe neritoides	BOLD:AAG4377
Melarhaphe neritoides	BOLD:AAG4377
Melarhaphe neritoides	BOLD:AAG4377
