bin_uri	species_per_bin
BOLD:ACS5050	1
BOLD:ACS5051	1
BOLD:ACS5054	1
BOLD:ACS5055	1
BOLD:ACS5057	3
BOLD:ACS5058	2
BOLD:ACS5059	1
BOLD:ACS5061	1
BOLD:ACS5062	1
BOLD:ACS5064	1
BOLD:ACS5065	1
BOLD:ACS5069	2
BOLD:ACS5070	1
BOLD:ACS5074	2
BOLD:ACS5077	1
BOLD:ACS5078	1
BOLD:ACS5080	2
BOLD:ACS5083	1
BOLD:ACS5085	1
BOLD:ACS5088	1
BOLD:ACS5092	1
BOLD:ACS5094	1
BOLD:ACS5096	1
BOLD:ACS5097	1
BOLD:ACS5098	1
BOLD:ACS5101	1
BOLD:ACS5102	1
BOLD:ACS5103	1
BOLD:ACS5105	1
BOLD:ACS5106	1
BOLD:ACS5109	1
BOLD:ACS5110	1
BOLD:ACS5111	2
BOLD:ACS5112	1
BOLD:ACS5113	1
BOLD:ACS5114	1
BOLD:ACS5117	2
BOLD:ACS5118	1
BOLD:ACS5119	1
BOLD:ACS5122	1
BOLD:ACS5123	1
BOLD:ACS5124	1
BOLD:ACS5125	1
BOLD:ACS5126	1
BOLD:ACS5127	1
BOLD:ACS5130	1
BOLD:ACS5131	1
BOLD:ACS5132	1
BOLD:ACS5133	1
BOLD:ACS5134	1
BOLD:ACS5135	1
BOLD:ACS5139	1
BOLD:ACS5140	1
BOLD:ACS5141	2
BOLD:ACS5143	1
BOLD:ACS5144	1
BOLD:ACS5146	2
BOLD:ACS5147	1
BOLD:ACS5148	1
BOLD:ACS5151	1
BOLD:ACS5152	1
BOLD:ACS5153	4
BOLD:ACS5154	3
BOLD:ACS5156	1
BOLD:ACS5157	1
BOLD:ACS5158	2
BOLD:ACS5159	1
BOLD:ACS5160	1
BOLD:ACS5165	1
BOLD:ACS5169	1
BOLD:ACS5170	1
BOLD:ACS5171	1
BOLD:ACS5172	1
BOLD:ACS5173	1
BOLD:ACS5174	1
BOLD:ACS5175	1
BOLD:ACS5176	1
BOLD:ACS5177	1
BOLD:ACS5178	1
BOLD:ACS5179	1
BOLD:ACS5180	1
BOLD:ACS5183	1
BOLD:ACS5188	1
BOLD:ACS5189	1
BOLD:ACS5190	1
BOLD:ACS5191	1
BOLD:ACS5192	1
BOLD:ACS5195	2
BOLD:ACS5196	2
BOLD:ACS5198	1
BOLD:ACS5200	1
BOLD:ACS5201	1
BOLD:ACS5202	1
BOLD:ACS5203	1
BOLD:ACS5204	4
BOLD:ACS5205	1
BOLD:ACS5208	1
BOLD:ACS5209	1
BOLD:ACS5211	1
BOLD:ACS5213	1
BOLD:ACS5214	2
BOLD:ACS5215	1
BOLD:ACS5216	1
BOLD:ACS5218	1
BOLD:ACS5219	1
BOLD:ACS5220	1
BOLD:ACS5221	1
BOLD:ACS5222	1
BOLD:ACS5227	1
BOLD:ACS5228	1
BOLD:ACS5235	1
BOLD:ACS5237	1
BOLD:ACS5239	2
BOLD:ACS5240	2
BOLD:ACS5241	1
BOLD:ACS5243	1
BOLD:ACS5245	1
BOLD:ACS5246	1
BOLD:ACS5251	1
BOLD:ACS5252	1
BOLD:ACS5253	1
BOLD:ACS5254	1
BOLD:ACS5255	1
BOLD:ACS5257	1
BOLD:ACS5262	1
BOLD:ACS5267	1
BOLD:ACS5268	1
BOLD:ACS5269	1
BOLD:ACS5270	1
BOLD:ACS5271	1
BOLD:ACS5273	1
BOLD:ACS5275	1
BOLD:ACS5276	1
BOLD:ACS5278	1
BOLD:ACS5279	1
BOLD:ACS5282	1
BOLD:ACS5283	1
BOLD:ACS5284	1
BOLD:ACS5286	1
BOLD:ACS5288	1
BOLD:ACS5289	1
BOLD:ACS5290	1
BOLD:ACS5291	1
BOLD:ACS5292	1
BOLD:ACS5293	1
BOLD:ACS5294	5
BOLD:ACS5295	2
BOLD:ACS5296	1
BOLD:ACS5298	1
BOLD:ACS5299	1
BOLD:ACS5300	1
BOLD:ACS5301	1
BOLD:ACS5302	1
BOLD:ACS5305	2
BOLD:ACS5309	1
BOLD:ACS5310	1
BOLD:ACS5311	1
BOLD:ACS5312	1
BOLD:ACS5313	1
BOLD:ACS5314	1
BOLD:ACS5315	1
BOLD:ACS5318	1
BOLD:ACS5319	1
BOLD:ACS5320	1
BOLD:ACS5321	1
BOLD:ACS5322	1
BOLD:ACS5324	1
BOLD:ACS5325	1
BOLD:ACS5328	1
BOLD:ACS5329	1
BOLD:ACS5330	1
BOLD:ACS5331	1
BOLD:ACS5332	1
BOLD:ACS5333	1
BOLD:ACS5338	1
BOLD:ACS5339	1
BOLD:ACS5341	1
BOLD:ACS5342	1
BOLD:ACS5345	1
BOLD:ACS5346	1
BOLD:ACS5347	1
BOLD:ACS5348	1
BOLD:ACS5349	1
BOLD:ACS5351	1
BOLD:ACS5352	1
BOLD:ACS5353	1
BOLD:ACS5354	4
BOLD:ACS5356	1
BOLD:ACS5357	1
BOLD:ACS5358	1
BOLD:ACS5362	1
BOLD:ACS5363	1
BOLD:ACS5365	1
BOLD:ACS5366	1
BOLD:ACS5367	1
BOLD:ACS5368	1
BOLD:ACS5369	1
BOLD:ACS5370	1
BOLD:ACS5371	1
BOLD:ACS5375	6
BOLD:ACS5377	1
BOLD:ACS5378	1
BOLD:ACS5379	1
BOLD:ACS5381	1
BOLD:ACS5382	1
BOLD:ACS5384	1
BOLD:ACS5385	1
BOLD:ACS5387	1
BOLD:ACS5388	1
BOLD:ACS5389	1
BOLD:ACS5392	1
BOLD:ACS5393	1
BOLD:ACS5394	1
BOLD:ACS5395	1
BOLD:ACS5397	1
BOLD:ACS5398	1
BOLD:ACS5400	1
BOLD:ACS5401	1
BOLD:ACS5402	1
BOLD:ACS5403	1
BOLD:ACS5404	1
BOLD:ACS5405	1
BOLD:ACS5406	1
BOLD:ACS5407	1
BOLD:ACS5410	1
BOLD:ACS5411	1
BOLD:ACS5412	1
BOLD:ACS5413	1
BOLD:ACS5414	1
BOLD:ACS5421	1
BOLD:ACS5422	1
BOLD:ACS5423	1
BOLD:ACS5424	1
BOLD:ACS5425	1
BOLD:ACS5426	1
BOLD:ACS5432	1
BOLD:ACS5433	1
BOLD:ACS5434	1
BOLD:ACS5436	1
BOLD:ACS5437	1
BOLD:ACS5442	1
BOLD:ACS5443	1
BOLD:ACS5445	1
BOLD:ACS5446	1
BOLD:ACS5447	1
BOLD:ACS5449	1
BOLD:ACS5450	1
BOLD:ACS5451	1
BOLD:ACS5452	1
BOLD:ACS5453	1
BOLD:ACS5461	1
BOLD:ACS5462	1
BOLD:ACS5463	1
BOLD:ACS5464	1
BOLD:ACS5465	1
BOLD:ACS5466	1
BOLD:ACS5467	1
BOLD:ACS5468	1
BOLD:ACS5469	1
BOLD:ACS5470	1
BOLD:ACS5471	2
BOLD:ACS5472	1
BOLD:ACS5474	1
BOLD:ACS5477	1
BOLD:ACS5478	2
BOLD:ACS5481	1
BOLD:ACS5482	1
BOLD:ACS5483	1
BOLD:ACS5490	1
BOLD:ACS5492	1
BOLD:ACS5493	1
BOLD:ACS5494	1
BOLD:ACS5503	1
BOLD:ACS5504	1
BOLD:ACS5508	1
BOLD:ACS5509	1
BOLD:ACS5510	1
BOLD:ACS5511	1
BOLD:ACS5512	1
BOLD:ACS5513	1
BOLD:ACS5514	1
BOLD:ACS5516	1
BOLD:ACS5517	1
BOLD:ACS5518	1
BOLD:ACS5521	1
BOLD:ACS5523	1
BOLD:ACS5524	1
BOLD:ACS5526	1
BOLD:ACS5527	1
BOLD:ACS5529	1
BOLD:ACS5531	1
BOLD:ACS5532	1
BOLD:ACS5533	1
BOLD:ACS5534	1
BOLD:ACS5536	1
BOLD:ACS5537	1
BOLD:ACS5538	1
BOLD:ACS5539	1
BOLD:ACS5540	1
BOLD:ACS5543	1
BOLD:ACS5544	1
BOLD:ACS5545	1
BOLD:ACS5547	1
BOLD:ACS5548	1
BOLD:ACS5552	1
BOLD:ACS5553	1
BOLD:ACS5554	1
BOLD:ACS5555	1
BOLD:ACS5556	1
BOLD:ACS5557	1
BOLD:ACS5560	1
BOLD:ACS5561	1
BOLD:ACS5562	1
BOLD:ACS5563	1
BOLD:ACS5564	1
BOLD:ACS5567	1
BOLD:ACS5568	1
BOLD:ACS5569	2
BOLD:ACS5570	1
BOLD:ACS5571	1
BOLD:ACS5572	1
BOLD:ACS5574	1
BOLD:ACS5576	1
BOLD:ACS5577	2
BOLD:ACS5580	1
BOLD:ACS5581	1
BOLD:ACS5582	1
BOLD:ACS5583	1
BOLD:ACS5584	1
BOLD:ACS5588	1
BOLD:ACS5589	1
BOLD:ACS5593	1
BOLD:ACS5594	1
BOLD:ACS5595	1
BOLD:ACS5596	2
BOLD:ACS5597	1
BOLD:ACS5598	1
BOLD:ACS5599	1
BOLD:ACS5600	1
BOLD:ACS5603	1
BOLD:ACS5604	1
BOLD:ACS5607	1
BOLD:ACS5608	1
BOLD:ACS5609	1
BOLD:ACS5611	1
BOLD:ACS5615	1
BOLD:ACS5616	1
BOLD:ACS5617	2
BOLD:ACS5621	1
BOLD:ACS5622	1
BOLD:ACS5623	2
BOLD:ACS5624	2
BOLD:ACS5625	1
BOLD:ACS5634	1
BOLD:ACS5636	1
BOLD:ACS5639	1
BOLD:ACS5640	1
BOLD:ACS5641	1
BOLD:ACS5642	1
BOLD:ACS5643	1
BOLD:ACS5645	1
BOLD:ACS5647	1
BOLD:ACS5648	2
BOLD:ACS5650	1
BOLD:ACS5652	1
BOLD:ACS5655	1
BOLD:ACS5656	1
BOLD:ACS5657	1
BOLD:ACS5664	1
BOLD:ACS5665	1
BOLD:ACS5666	1
BOLD:ACS5667	1
BOLD:ACS5668	1
BOLD:ACS5670	1
BOLD:ACS5671	1
BOLD:ACS5674	1
BOLD:ACS5675	1
BOLD:ACS5676	1
BOLD:ACS5677	1
BOLD:ACS5678	1
BOLD:ACS5679	1
BOLD:ACS5680	1
BOLD:ACS5681	1
BOLD:ACS5682	1
BOLD:ACS5683	1
BOLD:ACS5684	2
BOLD:ACS5685	1
BOLD:ACS5686	1
BOLD:ACS5687	1
BOLD:ACS5688	1
BOLD:ACS5689	1
BOLD:ACS5690	1
BOLD:ACS5691	1
BOLD:ACS5692	1
BOLD:ACS5693	1
BOLD:ACS5694	1
BOLD:ACS5696	1
BOLD:ACS5697	1
BOLD:ACS5698	1
BOLD:ACS5699	1
BOLD:ACS5702	1
BOLD:ACS5703	1
BOLD:ACS5704	1
BOLD:ACS5705	1
BOLD:ACS5706	1
BOLD:ACS5707	1
BOLD:ACS5708	1
BOLD:ACS5713	1
BOLD:ACS5716	1
BOLD:ACS5720	1
BOLD:ACS5721	1
BOLD:ACS5723	1
BOLD:ACS5724	1
BOLD:ACS5725	1
BOLD:ACS5728	1
BOLD:ACS5729	1
BOLD:ACS5730	1
BOLD:ACS5731	2
BOLD:ACS5735	1
BOLD:ACS5737	1
BOLD:ACS5740	2
BOLD:ACS5741	2
BOLD:ACS5743	1
BOLD:ACS5744	1
BOLD:ACS5745	1
BOLD:ACS5747	1
BOLD:ACS5750	1
BOLD:ACS5751	1
BOLD:ACS5755	1
BOLD:ACS5756	1
BOLD:ACS5757	1
BOLD:ACS5758	1
BOLD:ACS5759	1
BOLD:ACS5760	1
BOLD:ACS5761	1
BOLD:ACS5762	1
BOLD:ACS5763	1
BOLD:ACS5767	1
BOLD:ACS5769	1
BOLD:ACS5771	2
BOLD:ACS5774	1
BOLD:ACS5778	1
BOLD:ACS5779	2
BOLD:ACS5785	1
BOLD:ACS5786	1
BOLD:ACS5788	1
BOLD:ACS5789	1
BOLD:ACS5792	9
BOLD:ACS5795	2
BOLD:ACS5796	1
BOLD:ACS5797	1
BOLD:ACS5800	1
BOLD:ACS5801	2
BOLD:ACS5802	1
BOLD:ACS5804	1
BOLD:ACS5806	1
BOLD:ACS5807	1
BOLD:ACS5809	1
BOLD:ACS5810	1
BOLD:ACS5816	1
BOLD:ACS5817	1
BOLD:ACS5818	1
BOLD:ACS5819	1
BOLD:ACS5821	1
BOLD:ACS5822	1
BOLD:ACS5824	1
BOLD:ACS5826	1
BOLD:ACS5828	1
BOLD:ACS5829	1
BOLD:ACS5830	1
BOLD:ACS5831	1
BOLD:ACS5833	1
BOLD:ACS5834	1
BOLD:ACS5836	1
BOLD:ACS5837	1
BOLD:ACS5838	1
BOLD:ACS5839	1
BOLD:ACS5840	1
BOLD:ACS5841	1
BOLD:ACS5847	1
BOLD:ACS5848	1
BOLD:ACS5849	2
BOLD:ACS5850	1
BOLD:ACS5851	1
BOLD:ACS5852	1
BOLD:ACS5853	1
BOLD:ACS5854	1
BOLD:ACS5855	1
BOLD:ACS5856	4
BOLD:ACS5857	1
BOLD:ACS5858	1
BOLD:ACS5859	1
BOLD:ACS5860	1
BOLD:ACS5861	1
BOLD:ACS5862	1
BOLD:ACS5863	1
BOLD:ACS5865	1
BOLD:ACS5866	1
BOLD:ACS5867	1
BOLD:ACS5868	1
BOLD:ACS5869	1
BOLD:ACS5870	1
BOLD:ACS5871	1
BOLD:ACS5876	2
BOLD:ACS5880	1
BOLD:ACS5881	1
BOLD:ACS5882	1
BOLD:ACS5883	1
BOLD:ACS5885	1
BOLD:ACS5886	1
BOLD:ACS5887	2
BOLD:ACS5889	1
BOLD:ACS5890	1
BOLD:ACS5891	1
BOLD:ACS5892	2
BOLD:ACS5893	1
BOLD:ACS5894	1
BOLD:ACS5896	1
BOLD:ACS5898	1
BOLD:ACS5899	1
BOLD:ACS5901	1
BOLD:ACS5903	1
BOLD:ACS5904	1
BOLD:ACS5906	1
BOLD:ACS5907	1
BOLD:ACS5908	1
BOLD:ACS5909	1
BOLD:ACS5913	1
BOLD:ACS5914	1
BOLD:ACS5915	1
BOLD:ACS5918	1
BOLD:ACS5919	1
BOLD:ACS5922	1
BOLD:ACS5925	1
BOLD:ACS5928	1
BOLD:ACS5929	1
BOLD:ACS5930	1
BOLD:ACS5932	1
BOLD:ACS5934	2
BOLD:ACS5936	1
BOLD:ACS5937	1
BOLD:ACS5938	1
BOLD:ACS5939	1
BOLD:ACS5943	1
BOLD:ACS5945	1
BOLD:ACS5946	1
BOLD:ACS5947	1
BOLD:ACS5954	1
BOLD:ACS5955	1
BOLD:ACS5956	1
BOLD:ACS5957	1
BOLD:ACS5958	1
BOLD:ACS5960	1
BOLD:ACS5962	1
BOLD:ACS5965	1
BOLD:ACS5966	1
BOLD:ACS5969	1
BOLD:ACS5970	1
BOLD:ACS5971	1
BOLD:ACS5972	1
BOLD:ACS5973	1
BOLD:ACS5974	1
BOLD:ACS5977	1
BOLD:ACS5980	2
BOLD:ACS5982	1
BOLD:ACS5985	1
BOLD:ACS5986	1
BOLD:ACS5989	1
BOLD:ACS5992	1
BOLD:ACS5993	1
BOLD:ACS5994	1
BOLD:ACS5995	1
BOLD:ACS5996	1
BOLD:ACS5997	1
BOLD:ACS6000	1
BOLD:ACS6002	1
BOLD:ACS6007	1
BOLD:ACS6013	2
BOLD:ACS6014	1
BOLD:ACS6015	1
BOLD:ACS6016	1
BOLD:ACS6024	1
BOLD:ACS6025	1
BOLD:ACS6026	1
BOLD:ACS6027	1
BOLD:ACS6028	1
BOLD:ACS6030	1
BOLD:ACS6031	1
BOLD:ACS6032	2
BOLD:ACS6033	1
BOLD:ACS6037	1
BOLD:ACS6038	1
BOLD:ACS6039	1
BOLD:ACS6040	1
BOLD:ACS6041	1
BOLD:ACS6043	1
BOLD:ACS6044	1
BOLD:ACS6045	1
BOLD:ACS6046	2
BOLD:ACS6047	1
BOLD:ACS6049	1
BOLD:ACS6050	1
BOLD:ACS6051	1
BOLD:ACS6053	2
BOLD:ACS6055	1
BOLD:ACS6056	1
BOLD:ACS6057	1
BOLD:ACS6058	1
BOLD:ACS6059	1
BOLD:ACS6060	1
BOLD:ACS6061	1
BOLD:ACS6062	1
BOLD:ACS6063	1
BOLD:ACS6064	1
BOLD:ACS6069	1
BOLD:ACS6070	1
BOLD:ACS6071	1
BOLD:ACS6074	1
BOLD:ACS6075	1
BOLD:ACS6076	1
BOLD:ACS6077	1
BOLD:ACS6078	1
BOLD:ACS6080	1
BOLD:ACS6081	1
BOLD:ACS6082	1
BOLD:ACS6083	1
BOLD:ACS6084	1
BOLD:ACS6087	1
BOLD:ACS6088	1
BOLD:ACS6090	1
BOLD:ACS6091	1
BOLD:ACS6092	1
BOLD:ACS6094	1
BOLD:ACS6095	1
BOLD:ACS6096	1
BOLD:ACS6097	1
BOLD:ACS6098	1
BOLD:ACS6101	1
BOLD:ACS6102	1
BOLD:ACS6105	2
BOLD:ACS6106	1
BOLD:ACS6107	1
BOLD:ACS6108	1
BOLD:ACS6109	1
BOLD:ACS6112	1
BOLD:ACS6113	1
BOLD:ACS6115	1
BOLD:ACS6116	1
BOLD:ACS6117	1
BOLD:ACS6118	2
BOLD:ACS6119	1
BOLD:ACS6121	1
BOLD:ACS6122	1
BOLD:ACS6123	1
BOLD:ACS6124	1
BOLD:ACS6132	1
BOLD:ACS6133	1
BOLD:ACS6136	1
BOLD:ACS6137	1
BOLD:ACS6138	2
BOLD:ACS6139	1
BOLD:ACS6140	1
BOLD:ACS6141	1
BOLD:ACS6142	1
BOLD:ACS6143	1
BOLD:ACS6144	2
BOLD:ACS6149	1
BOLD:ACS6150	1
BOLD:ACS6151	1
BOLD:ACS6154	1
BOLD:ACS6155	1
BOLD:ACS6158	1
BOLD:ACS6159	1
BOLD:ACS6160	1
BOLD:ACS6161	1
BOLD:ACS6162	1
BOLD:ACS6163	1
BOLD:ACS6166	1
BOLD:ACS6167	1
BOLD:ACS6168	1
BOLD:ACS6169	1
BOLD:ACS6170	2
BOLD:ACS6171	1
BOLD:ACS6172	1
BOLD:ACS6174	1
BOLD:ACS6175	1
BOLD:ACS6178	1
BOLD:ACS6179	1
BOLD:ACS6181	1
BOLD:ACS6184	1
BOLD:ACS6185	1
BOLD:ACS6186	1
BOLD:ACS6188	1
BOLD:ACS6189	1
BOLD:ACS6192	1
BOLD:ACS6193	1
BOLD:ACS6194	1
BOLD:ACS6195	1
BOLD:ACS6197	1
BOLD:ACS6199	1
BOLD:ACS6201	1
BOLD:ACS6203	1
BOLD:ACS6204	1
BOLD:ACS6205	1
BOLD:ACS6206	1
BOLD:ACS6207	1
BOLD:ACS6209	1
BOLD:ACS6210	1
BOLD:ACS6211	1
BOLD:ACS6212	1
BOLD:ACS6213	1
BOLD:ACS6215	1
BOLD:ACS6216	1
BOLD:ACS6219	1
BOLD:ACS6220	1
BOLD:ACS6221	1
BOLD:ACS6222	1
BOLD:ACS6223	1
BOLD:ACS6227	1
BOLD:ACS6229	1
BOLD:ACS6230	1
BOLD:ACS6231	1
BOLD:ACS6232	1
BOLD:ACS6235	1
BOLD:ACS6236	1
BOLD:ACS6237	1
BOLD:ACS6239	1
BOLD:ACS6240	1
BOLD:ACS6243	1
BOLD:ACS6246	1
BOLD:ACS6247	3
BOLD:ACS6248	1
BOLD:ACS6249	1
BOLD:ACS6251	1
BOLD:ACS6252	1
BOLD:ACS6254	1
BOLD:ACS6255	1
BOLD:ACS6257	2
BOLD:ACS6261	1
BOLD:ACS6262	1
BOLD:ACS6263	1
BOLD:ACS6264	1
BOLD:ACS6268	1
BOLD:ACS6271	1
BOLD:ACS6272	1
BOLD:ACS6273	2
BOLD:ACS6274	1
BOLD:ACS6275	1
BOLD:ACS6277	1
BOLD:ACS6278	1
BOLD:ACS6279	1
BOLD:ACS6280	1
BOLD:ACS6283	1
BOLD:ACS6284	1
BOLD:ACS6285	1
BOLD:ACS6286	1
BOLD:ACS6287	1
BOLD:ACS6288	1
BOLD:ACS6289	1
BOLD:ACS6290	1
BOLD:ACS6292	1
BOLD:ACS6294	1
BOLD:ACS6295	1
BOLD:ACS6299	1
BOLD:ACS6300	1
BOLD:ACS6301	1
BOLD:ACS6304	1
BOLD:ACS6308	1
BOLD:ACS6310	1
BOLD:ACS6314	1
BOLD:ACS6315	1
BOLD:ACS6316	1
BOLD:ACS6318	1
BOLD:ACS6319	1
BOLD:ACS6320	1
BOLD:ACS6322	2
BOLD:ACS6323	1
BOLD:ACS6326	1
BOLD:ACS6327	1
BOLD:ACS6328	1
BOLD:ACS6329	1
BOLD:ACS6331	1
BOLD:ACS6332	1
BOLD:ACS6334	1
BOLD:ACS6335	1
BOLD:ACS6336	1
BOLD:ACS6337	1
BOLD:ACS6338	2
BOLD:ACS6339	1
BOLD:ACS6340	1
BOLD:ACS6341	1
BOLD:ACS6343	1
BOLD:ACS6344	1
BOLD:ACS6346	1
BOLD:ACS6347	1
BOLD:ACS6349	1
BOLD:ACS6350	1
BOLD:ACS6352	1
BOLD:ACS6354	1
BOLD:ACS6355	1
BOLD:ACS6356	1
BOLD:ACS6357	1
BOLD:ACS6358	1
BOLD:ACS6359	1
BOLD:ACS6360	1
BOLD:ACS6361	3
BOLD:ACS6364	1
BOLD:ACS6366	1
BOLD:ACS6367	1
BOLD:ACS6376	1
BOLD:ACS6377	1
BOLD:ACS6378	1
BOLD:ACS6379	1
BOLD:ACS6380	1
BOLD:ACS6381	1
BOLD:ACS6384	2
BOLD:ACS6385	1
BOLD:ACS6387	1
BOLD:ACS6388	1
BOLD:ACS6391	1
BOLD:ACS6395	1
BOLD:ACS6398	1
BOLD:ACS6399	2
BOLD:ACS6400	1
BOLD:ACS6401	1
BOLD:ACS6402	1
BOLD:ACS6403	1
BOLD:ACS6404	1
BOLD:ACS6406	1
BOLD:ACS6407	1
BOLD:ACS6408	1
BOLD:ACS6409	1
BOLD:ACS6410	1
BOLD:ACS6411	1
BOLD:ACS6412	1
BOLD:ACS6416	1
BOLD:ACS6417	1
BOLD:ACS6420	1
BOLD:ACS6421	1
BOLD:ACS6424	1
BOLD:ACS6425	1
BOLD:ACS6426	1
BOLD:ACS6427	1
BOLD:ACS6428	1
BOLD:ACS6429	1
BOLD:ACS6430	1
BOLD:ACS6437	1
BOLD:ACS6439	1
BOLD:ACS6440	1
BOLD:ACS6442	1
BOLD:ACS6443	1
BOLD:ACS6445	1
BOLD:ACS6448	1
BOLD:ACS6451	1
BOLD:ACS6453	1
BOLD:ACS6454	1
BOLD:ACS6455	1
BOLD:ACS6457	1
BOLD:ACS6459	1
BOLD:ACS6460	1
BOLD:ACS6462	1
BOLD:ACS6463	1
BOLD:ACS6465	1
BOLD:ACS6466	1
BOLD:ACS6467	1
BOLD:ACS6468	1
BOLD:ACS6475	5
BOLD:ACS6476	3
BOLD:ACS6477	1
BOLD:ACS6478	1
BOLD:ACS6479	1
BOLD:ACS6483	1
BOLD:ACS6484	1
BOLD:ACS6487	1
BOLD:ACS6489	2
BOLD:ACS6491	1
BOLD:ACS6492	1
BOLD:ACS6493	1
BOLD:ACS6495	1
BOLD:ACS6496	1
BOLD:ACS6497	1
BOLD:ACS6498	1
BOLD:ACS6501	1
BOLD:ACS6502	2
BOLD:ACS6507	1
BOLD:ACS6508	1
BOLD:ACS6510	2
BOLD:ACS6511	1
BOLD:ACS6512	1
BOLD:ACS6513	1
BOLD:ACS6516	1
BOLD:ACS6517	1
BOLD:ACS6518	1
BOLD:ACS6522	1
BOLD:ACS6523	1
BOLD:ACS6524	1
BOLD:ACS6525	1
BOLD:ACS6528	1
BOLD:ACS6529	1
BOLD:ACS6532	4
BOLD:ACS6534	1
BOLD:ACS6535	1
BOLD:ACS6536	1
BOLD:ACS6539	1
BOLD:ACS6541	1
BOLD:ACS6542	1
BOLD:ACS6543	2
BOLD:ACS6544	1
BOLD:ACS6548	1
BOLD:ACS6549	1
BOLD:ACS6552	1
BOLD:ACS6553	1
BOLD:ACS6555	1
BOLD:ACS6556	1
BOLD:ACS6557	1
BOLD:ACS6558	1
BOLD:ACS6559	1
BOLD:ACS6560	1
BOLD:ACS6562	1
BOLD:ACS6565	1
BOLD:ACS6572	1
BOLD:ACS6573	1
BOLD:ACS6574	2
BOLD:ACS6575	1
BOLD:ACS6576	1
BOLD:ACS6577	1
BOLD:ACS6584	1
BOLD:ACS6585	1
BOLD:ACS6588	1
BOLD:ACS6594	1
BOLD:ACS6596	3
BOLD:ACS6597	2
BOLD:ACS6598	2
BOLD:ACS6599	1
BOLD:ACS6600	1
BOLD:ACS6601	1
BOLD:ACS6602	1
BOLD:ACS6603	1
BOLD:ACS6604	1
BOLD:ACS6606	1
BOLD:ACS6608	2
BOLD:ACS6610	1
BOLD:ACS6614	1
BOLD:ACS6615	1
BOLD:ACS6616	1
BOLD:ACS6620	1
BOLD:ACS6621	2
BOLD:ACS6625	1
BOLD:ACS6626	1
BOLD:ACS6627	1
BOLD:ACS6628	1
BOLD:ACS6629	1
BOLD:ACS6630	1
BOLD:ACS6632	1
BOLD:ACS6633	1
BOLD:ACS6637	1
BOLD:ACS6638	1
BOLD:ACS6639	2
BOLD:ACS6640	1
BOLD:ACS6641	1
BOLD:ACS6646	1
BOLD:ACS6647	1
BOLD:ACS6648	3
BOLD:ACS6649	2
BOLD:ACS6650	1
BOLD:ACS6653	1
BOLD:ACS6654	1
BOLD:ACS6655	1
BOLD:ACS6657	1
BOLD:ACS6659	1
BOLD:ACS6660	2
BOLD:ACS6661	1
BOLD:ACS6662	1
BOLD:ACS6664	1
BOLD:ACS6665	1
BOLD:ACS6667	1
BOLD:ACS6668	1
BOLD:ACS6669	1
BOLD:ACS6670	2
BOLD:ACS6672	1
BOLD:ACS6673	1
BOLD:ACS6674	1
BOLD:ACS6675	1
BOLD:ACS6676	2
BOLD:ACS6679	1
BOLD:ACS6680	3
BOLD:ACS6681	1
BOLD:ACS6682	1
BOLD:ACS6683	1
BOLD:ACS6684	1
BOLD:ACS6685	1
BOLD:ACS6693	1
BOLD:ACS6694	1
BOLD:ACS6695	1
BOLD:ACS6696	2
BOLD:ACS6699	1
BOLD:ACS6701	1
BOLD:ACS6702	1
BOLD:ACS6703	1
BOLD:ACS6706	1
BOLD:ACS6708	2
BOLD:ACS6709	1
BOLD:ACS6710	1
BOLD:ACS6711	2
BOLD:ACS6712	4
BOLD:ACS6713	1
BOLD:ACS6714	1
BOLD:ACS6715	1
BOLD:ACS6716	1
BOLD:ACS6717	1
BOLD:ACS6718	1
BOLD:ACS6722	1
BOLD:ACS6727	2
BOLD:ACS6728	1
BOLD:ACS6729	1
BOLD:ACS6733	1
BOLD:ACS6734	1
BOLD:ACS6736	2
BOLD:ACS6737	2
BOLD:ACS6738	1
BOLD:ACS6739	1
BOLD:ACS6740	1
BOLD:ACS6741	2
BOLD:ACS6742	1
BOLD:ACS6743	1
BOLD:ACS6746	1
BOLD:ACS6748	1
BOLD:ACS6751	1
BOLD:ACS6752	1
BOLD:ACS6753	1
BOLD:ACS6754	1
BOLD:ACS6755	1
BOLD:ACS6757	1
BOLD:ACS6763	1
BOLD:ACS6764	1
BOLD:ACS6772	1
BOLD:ACS6773	1
BOLD:ACS6774	1
BOLD:ACS6776	2
BOLD:ACS6778	1
BOLD:ACS6779	1
BOLD:ACS6780	2
BOLD:ACS6781	1
BOLD:ACS6784	1
BOLD:ACS6785	1
BOLD:ACS6786	1
BOLD:ACS6788	1
BOLD:ACS6791	1
BOLD:ACS6792	1
BOLD:ACS6796	1
BOLD:ACS6797	2
BOLD:ACS6798	1
BOLD:ACS6800	1
BOLD:ACS6801	1
BOLD:ACS6802	1
BOLD:ACS6803	2
BOLD:ACS6806	1
BOLD:ACS6809	1
BOLD:ACS6814	1
BOLD:ACS6815	1
BOLD:ACS6816	1
BOLD:ACS6817	1
BOLD:ACS6818	1
BOLD:ACS6819	1
BOLD:ACS6820	1
BOLD:ACS6821	1
BOLD:ACS6822	1
BOLD:ACS6823	1
BOLD:ACS6825	1
BOLD:ACS6826	1
BOLD:ACS6827	1
BOLD:ACS6828	1
BOLD:ACS6829	1
BOLD:ACS6831	1
BOLD:ACS6836	1
